call_date,fips_br,cntynamb,stalpbr,loans,re_loans,agloans,agloans_re,loans_d,loans_d_alt,re_loans_d,re_loans_d_alt,agloans_d,agloans_d_alt,agloans_re_d,agloans_re_d_alt,total_branches,total_ag_branches,total_ag_branch_deposits
2019.2,1033,Colbert,AL,754044622.6959951,542884556.354647,5161208.221049606,10758364.984150657,14637035.43480285,5128419.7173829805,4738214.379361891,2963758.7094002487,7615.727061934303,6635.946038848774,17430.446636781486,7893.905967319213,14,0,0
2019.2,1035,Conecuh,AL,83700525.43369702,46426669.40838345,876284.0009580848,2089054.937931819,2628921.540439767,1513266.034404689,1912285.4248857591,1143592.3632903192,5835.1932545532045,5176.363095903759,264931.7009678784,178102.3773485025,3,0,0
2019.2,1037,Coosa,AL,7961708.784596872,5642623.603231907,188306.5153859378,598104.1774110367,93502.57864878804,41318.119305483924,78797.23225030085,35071.60048134778,0,0,3383.5310297404158,3383.5310297404158,2,0,0
2019.2,1039,Covington,AL,644185448.8057772,440530450.3809609,10876217.849670004,84208281.12823367,7302160.7933462225,4766304.227974687,5041890.039724472,3129661.7635810594,16963.392565798204,13133.209273410064,319155.77801309037,300686.76657359075,14,2,861764000
2019.2,1041,Crenshaw,AL,129690298.42441906,84518952.13333412,5436556.215149079,8273258.680879072,1805966.0888399116,898972.4221545111,1355923.9117196251,711411.7879181433,3373.1649270564944,675.0575954778643,160988.31775286273,4864.003914272847,5,0,0
2019.2,1043,Cullman,AL,1563617404.5576262,1115960661.2521937,7043437.523945647,44541880.92318224,27442023.010538094,16112755.557652818,20373366.169262268,12860531.811861992,47124.01292883798,38113.4617120991,264174.7075355263,185609.27693223857,32,0,0
2019.2,1045,Dale,AL,236816928.04125723,145038871.6859377,3927708.095698404,4077408.6401290437,4569840.324338032,2721296.0886803567,3339822.6983943954,1997804.7530259728,125612.10738622888,95620.39873276473,117339.09512288989,72321.52863724923,10,0,0
2019.2,1047,Dallas,AL,376309290.6047079,231269275.77106664,2565823.8517874465,15658959.430680504,5709182.220387176,3253004.5250694137,4245383.034450518,2261559.689514673,17940.818469233473,14018.609167572075,221758.0532699154,19908.163927703856,10,0,0
2019.2,1049,DeKalb,AL,633924703.1895566,394128950.833019,10701214.46105195,15658662.762145048,13625721.463171048,6667274.862997098,8879900.01561656,4245283.393127298,30784.064756432424,26823.62313129259,806654.9202133756,500461.13525426586,26,0,0
2019.2,1051,Elmore,AL,676949126.856155,469454732.48991835,4532576.287063802,19118693.096435282,8943899.942941982,4201194.206195405,6583248.722676396,2982370.1030004676,17393.41045712085,14027.41642882166,177247.62160112272,27281.420508963944,20,0,0
2019.2,1053,Escambia,AL,463189335.50708884,280919159.383233,19839132.57216172,21194804.047374457,10707040.762531525,7852808.717074301,7567938.349502603,5328663.922708431,1635733.6122368407,1545286.565213605,1347503.0506511198,1185201.6276542514,19,0,0
2019.2,1055,Etowah,AL,892724673.3283927,541279113.4089837,2988980.876610476,7895673.620257742,13515942.277701868,7820702.3646319555,8401614.158332644,4955584.773056045,50593.41585745542,40940.38473745807,104015.78097677535,48112.84686134151,24,0,0
2019.2,1057,Fayette,AL,121650188.92288591,68181535.77997537,3067759.8836763105,5917745.200663747,3025473.2683477285,1834412.5088983641,2155702.217772905,1391873.130419134,6747.911118173497,5879.776637343639,102351.482033659,3610.405074258384,6,0,0
2019.2,1059,Franklin,AL,398549147.2007068,300467377.82843786,8469559.107710334,23638911.55185789,7832697.164030759,4234438.488438692,4920775.876535796,3210103.8070601416,0,0,139411.52402557968,75025.25168574222,17,0,0
2019.2,1061,Geneva,AL,305759614.2928046,239325004.383802,11650769.264060952,20257983.176362902,5024093.2367907055,2035156.8275146263,3794062.29930929,1393410.0527982356,364911.1304992154,317100.48233553633,297454.25398125587,144259.94131549026,9,0,0
2019.2,1063,Greene,AL,46905432.18089873,30038022.847932138,490437.4762274884,2927682.01475136,2386812.6453728215,1032791.8384819294,1208418.4258107326,461512.29558220116,0,0,263395.4795018935,147421.17862045014,2,0,0
2019.2,1065,Hale,AL,114639250,68690750,12141750,21810250,3467750,930500,2304250,651500,0,0,219750,35750,4,2,155452000
2019.2,1067,Henry,AL,202885857.47144493,138261780.80483451,17213162.947817266,13096700.934673889,2119950.0046040337,828847.5447362902,1515667.7562758694,631506.0717327853,47688.744388916704,30650.94443916087,175658.53175595257,107565.84631047772,8,3,410154000
2019.2,1069,Houston,AL,2283217407.8024554,1342120142.2994416,22114070.712632407,36201112.00179899,28246319.62185098,17914251.437166184,17116638.34394947,10780884.726921842,369616.7272379253,281506.73932944366,526025.5841991608,390562.55703336734,35,0,0
2019.2,1071,Jackson,AL,667093032.1732149,486605856.88491315,5990085.669703687,15641829.86677831,10066314.24941868,4888491.004961644,7575629.638340645,3889475.8460865784,17705.044592189082,15505.828691650082,1175435.0314341062,1009969.7533427142,20,0,0
2019.2,1073,Jefferson,AL,30473486390.492283,15580706689.403873,94389238.75503106,131975374.79408732,444924606.7933643,295143553.6676385,235899946.84184074,153546724.85430732,2281912.9778446313,1932320.0442184051,2530797.36939538,1992891.0033098657,196,0,0
2019.2,1075,Lamar,AL,186594258.33388004,131826592.55307062,1603256.0830527996,17928244.56123693,4103997.6556263133,603245.358099436,2542289.2966778777,372081.1744789167,0,0,627911.7255323586,121.15521860704551,7,0,0
2019.2,1077,Lauderdale,AL,1556009739.9874744,969677268.5973138,9970803.434037622,20527330.75986715,28161533.401468102,14090557.011549274,11497709.966432022,7725286.744188653,37410.485424318416,29400.62661654201,79737.30808099557,36253.39506762019,34,2,132926000
2019.2,1079,Lawrence,AL,207569495.8611085,147078954.36335063,1073787.759520595,3764130.2622207426,5716595.023850658,2293004.0750329196,2194625.246046949,1567482.5106340107,4751.004701006814,4139.776881419709,18928.515422098175,7275.05545805884,7,0,0
2019.2,1081,Lee,AL,2421456185.752438,1602695572.3978565,5414262.3980964245,16416313.744819855,29960442.92543366,17441546.087306965,20217579.748065695,11387070.845963487,107186.12268386204,78385.8887172558,260940.95344505465,163562.94517412118,43,0,0
2019.2,1083,Limestone,AL,645465682.796702,380766486.5289497,4321551.698843023,10923782.153174143,10115208.54941012,5695337.230679332,4743304.491556373,3252942.3768537752,50167.029278646485,32219.60417455057,81216.78507063427,51818.993690634656,18,0,0
2019.2,1085,Lowndes,AL,69151271.06679781,51790242.54431018,2431157.1931112423,3349421.942093025,901054.4478295217,557502.7118904765,720957.0925754965,442617.2884592087,7752.3041423192935,3397.2438765465513,27089.169332255547,12558.091542721899,4,0,0
2019.2,1087,Macon,AL,81263432.41135336,40152147.64048908,41087.00565450856,78801.5764200384,1364627.7478499021,896218.5746001921,1038557.0107756378,713641.3495906706,1818.8567861040726,1194.3781806305867,2393.9053263853607,2338.8416875866997,3,0,0
2019.2,1089,Madison,AL,6268833521.53585,3636763191.2196074,24468415.163108844,48073324.105156094,74935973.10929832,48475796.0648998,42834231.23154296,27518002.65357154,347008.150413618,285079.5101847539,532684.2953125106,385986.19725127093,101,0,0
2019.2,1091,Marengo,AL,328311352.8843417,244718560.6326881,7143079.4214710845,38878234.866493344,5169895.195254745,2418814.2420140323,3766919.653962224,1864165.3461642205,3420.828142262216,2716.805342768943,682812.7817140738,407241.8833533782,11,3,260097000
2019.2,1093,Marion,AL,315049585.2128775,179361504.45029348,1584427.9304737395,7190859.8616396785,9336366.9127105,4281059.502678605,6207483.893605404,3180359.2944673854,3520.5214791636818,2126.4894840586,127613.69047052144,11193.43973205883,13,0,0
2019.2,1095,Marshall,AL,1288633725.5445943,826860391.931718,12041016.682666944,31736899.41836385,16228261.221714862,9338326.08828977,9623437.668527279,5784531.694325034,116050.359070683,72967.5158104965,493735.77893110365,376024.3733230557,34,0,0
2019.2,1097,Mobile,AL,6015480213.259856,3146462584.972464,17732115.380356766,44395132.19194837,92384821.89755705,60614952.234323576,54097371.342513025,34562517.32715014,501118.5135018309,416662.3553698178,1262583.5693823257,560387.4675118612,112,2,87180000
2019.2,1099,Monroe,AL,269859290.29182917,156476222.85337275,10801205.517637145,13425285.747951923,4875702.020428294,2973949.929265729,3334932.1608659746,1828469.3692210417,220779.43816941525,207688.94277046048,447088.77995485405,178670.52570067538,9,0,0
2019.2,1101,Montgomery,AL,5910868837.232684,3250675762.9386053,23182344.532544956,32481056.52757535,80006015.23699224,52012551.62778717,44177126.519210845,28044611.711011723,330006.2785390467,279309.9946437738,463432.04825768754,290879.0147763661,63,0,0
2019.2,1103,Morgan,AL,1656676759.7572021,1014128550.3107808,3697056.504578567,16253396.334281515,26099616.372939844,14596236.234594,13810736.721643759,9316114.391635157,77809.77325785636,64122.49430413986,82271.9243874069,58927.5393788648,34,0,0
2019.2,1105,Perry,AL,105702496.71699935,79221783.489919,1873480.8301806776,12797843.54887932,2279312.7494411315,782632.8807629796,1901860.1564473775,594239.7562495159,36.63813718073095,6.492834437091562,252285.92987118446,51.27819844396581,3,0,0
2019.2,1107,Pickens,AL,261629626.43955946,213901984.96661323,5981377.655566496,29221377.343685407,4158881.9563965937,1666385.7931032064,3306284.357900799,1242703.4617981492,37088.2722404342,2893.5897609565354,512494.3202298474,21271.824737746178,9,0,0
2019.2,1109,Pike,AL,632710130.0236913,423681210.0656691,13307531.378893442,32612069.33515893,9760764.162396435,5119596.086388095,7119623.211993153,3663491.6510779164,374571.286211958,299071.3093445392,640464.3236036939,530888.5206546874,11,2,138580000
2019.2,1111,Randolph,AL,203319655.2148392,161992540.21471214,2083944.4533479975,18934084.60802191,2628573.152054936,1505758.5892745215,1987534.095315384,1105297.0019669025,47799.584911604616,42667.9376503385,358599.58229165745,220082.65464292164,9,1,199185000
2019.2,1113,Russell,AL,446246421.9224355,285515903.9606747,915366.8187551438,1845960.0945825162,5185935.14208024,3295646.6037738896,3555889.127421867,2308438.240329564,24373.47309648058,19992.31664828717,41536.333530728865,31485.729935623127,11,0,0
2019.2,1115,St. Clair,AL,633247855.822245,449843872.9004495,626129.0641236373,11830823.859180357,13421897.804071397,6331223.962453627,11234177.653356016,5275361.991075826,16210.913143704089,13021.500349546071,616488.6474730868,409393.90524300706,21,0,0
2019.2,1117,Shelby,AL,2780950851.521165,1582549976.1631527,6750644.402987126,12636045.376221454,37395806.167253636,23840040.730656862,22007876.08455559,13477741.242904877,227535.06927860258,187421.09850578842,282418.1507443642,222898.72737777373,54,0,0
2019.2,1119,Sumter,AL,139289311.28078568,87756881.31667167,1764495.7907216987,7665630.798212664,1980604.8065406382,840032.4269621477,1395949.503354197,453641.0239384191,11012.768699786435,9595.950358486727,115472.48786855032,5791.074489529588,5,0,0
2019.2,1121,Talladega,AL,668844565.0421059,448391561.33669806,3536546.324448486,6073823.036958486,8878054.58219114,5667815.455160243,5573285.664125478,3061183.4527781224,171418.61174245225,152897.5134196829,31182.752915193814,18397.616646260685,16,0,0
2019.2,1123,Tallapoosa,AL,536057906.5084225,358337062.7067956,2103370.9727179464,6094328.519305591,6879306.869708757,4102290.829932057,4193338.9635932343,2360862.820804409,10166.319064740568,7456.067974691875,109731.16092870633,22071.106434322384,10,0,0
2019.2,1125,Tuscaloosa,AL,2861140898.095139,1782408243.6432905,8675931.982643628,32315044.027358927,33302503.744403873,21219421.508069247,20190046.464888375,12343016.711577078,195974.32896297247,116413.607405288,414220.0532099882,177999.86054669094,53,0,0
2019.2,1127,Walker,AL,692117555.3687091,435033753.5011096,1035185.94631966,3055314.9729417297,8694572.740738507,4690198.251349365,5602451.701008102,3017600.1488888166,16923.814010605023,13909.763640487581,68615.85644098483,52940.380543161256,19,0,0
2019.2,1129,Washington,AL,134762050.7144747,110561407.51843318,91618.1952334133,2065390.110224336,1459859.4347761485,1034711.2917351539,1303020.3874733557,941616.3861085817,5516.982798478244,3364.0139015111245,9959.074223482461,9368.05169508611,4,0,0
2019.2,1131,Wilcox,AL,105840111.35422628,59564568.435048975,2904633.8994176458,4685793.743898744,3450342.2341535664,1590146.211330663,2111010.7213787995,1059333.7260578314,0,0,57020.30666172956,6160.088531322584,3,0,0
2019.2,1133,Winston,AL,202866136.8516415,138359264.02521113,426992.10911417793,1112318.2126738448,3401173.635142468,1386194.3187763256,2878826.885693709,1208273.4129872127,0,0,3161.6289328116973,1915.3506129207028,10,0,0
2019.2,2016,Aleutians West,AK,28111965.09479299,10170917.445412433,199333.1842360376,39552.87565357518,335951.5292302463,228001.89952781424,168133.8969188288,132398.12039001138,2406.159946719125,1630.3292583057166,44.07525471479323,20.93764251511692,1,0,0
2019.2,2020,Anchorage,AK,4470428102.487874,2567575659.2350554,51845355.69317222,7139899.477426185,81012515.20631507,55956522.5752821,53775449.7147416,38094458.265116416,979687.3545933833,889545.2713712143,176930.70239805392,130759.63435690159,36,0,0
2019.2,2050,Bethel,AK,118307559.21076614,73400729.1980952,1990477.5611457375,199488.84444334914,1886631.9194905881,1247861.3483986547,1440281.5213437215,1001318.6766848541,45535.33990877635,43068.063803156445,5282.089014704117,3910.117842053697,2,0,0
2019.2,2060,Bristol Bay,AK,19629461.347767662,9686070.086009596,97642.75385610334,54721.46522245931,483600.68408803106,319965.91932679387,375360.01580005186,263475.48687782453,1578.300100299349,953.335631053298,1631.2631909134209,1207.5584660008442,1,0,0
2019.2,2068,Denali,AK,13782795.768682202,10583035.509489221,421516.6828175425,5613.847164028973,80742.02500231785,53321.950246835346,56607.89187253212,37304.075481954416,10177.17023954522,10065.486615517288,0,0,1,0,0
2019.2,2070,Dillingham,AK,35962826.6194085,17745696.275370117,178889.74971633486,100254.33359021325,885997.1879392937,586204.515600615,687691.1662994187,482709.28504765185,2891.578727243859,1746.5911775298478,2988.6115704399617,2212.34882487114,1,0,0
2019.2,2090,Fairbanks North Star,AK,1014206835.3979781,614233648.4488595,6886517.619031016,2320673.4057648135,19788490.820297588,13093497.034008272,14268180.442158524,9559599.22190814,131518.61271828102,115064.84335565429,34709.96373988546,25661.20149539268,17,0,0
2019.2,2100,Haines,AK,44722196.36247561,34339665.19636544,1367730.624135039,18215.72193568353,261990.4377501216,173018.2155631787,183680.38665577804,121043.67044423588,33022.72002763641,32660.330781791294,0,0,1,0,0
2019.2,2110,Juneau,AK,570499454.4392774,332490701.15897393,8909105.873111382,892517.7114257625,9969708.49917315,6864275.437382514,6692731.570348562,4727125.390739111,146008.99715438127,134850.18898380062,22568.89960248961,16683.280409269224,10,0,0
2019.2,2122,Kenai Peninsula,AK,626007109.9946091,375040673.2869636,9648496.294090223,1104619.4388720102,10338918.449196363,6846639.117582444,7819754.347102503,5457931.348993873,216820.3464172997,203032.418175268,28803.159466423607,21310.984742873145,11,0,0
2019.2,2130,Ketchikan Gateway,AK,244526659.3819106,147464605.12937242,8730961.953985455,359215.8453017671,3696195.142363788,2510106.544825643,2597808.927466474,1812549.3802655225,95665.3989553923,91445.72130994256,10154.392769493536,7511.815278151146,7,0,0
2019.2,2150,Kodiak Island,AK,172323155.17889997,97097073.10362351,2125052.924228116,350870.9657443953,3206038.302496564,2122873.676651372,2434576.687628273,1705348.4270566897,45947.85048415991,41658.967843630766,9470.54652388565,7006.56772842643,3,0,0
2019.2,2170,Matanuska-Susitna,AK,492230923.2748569,294275671.6221361,6801260.050560899,792800.8210432999,8507194.297408225,5796943.312075581,5936798.650855574,4172075.257020353,141708.94470095067,131844.55428761416,20371.54757306565,15068.740115637136,7,0,0
2019.2,2180,Nome,AK,326320687.8833352,161021486.90454522,1623215.7388654167,909691.0942697703,8039390.6433099555,5319121.958780453,6239994.89286558,4380023.506256123,26237.702873828064,15848.276903654536,27118.16270180887,20074.48407796241,1,0,0
2019.2,2185,North Slope,AK,27598076.812455706,13618147.819166858,137281.00702095442,76935.74335758848,679919.2596049212,449856.6650660078,527738.0955515883,370433.83902535366,2219.0138908789554,1340.3439609335971,2293.477444264155,1697.7690171825564,1,0,0
2019.2,2188,Northwest Arctic,AK,17087599.31823551,8431799.613131084,84998.77936854008,47635.46259686245,420978.17017585307,278532.8302230208,326753.82357383234,229357.4678480562,1373.9225565103573,829.8861079592762,1420.0273402858725,1051.1890700817498,1,0,0
2019.2,2195,Petersburg,AK,59897514.4224111,37689329.399200045,2740645.797244044,84233.8059149508,787580.7856253127,522920.2910825536,592564.9528691124,408114.02791140217,30278.959674615442,29316.939823863973,2511.03486467333,1858.8180167062314,2,0,0
2019.2,2198,Prince of Wales-Hyder,AK,36308859.720442586,24370089.235630337,2118884.371623677,35562.0504439892,348530.693167414,232052.32864614268,255653.48051431827,173242.21656738687,23124.152051338046,22718.003972322298,1060.115324888567,784.7606950473808,2,0,0
2019.2,2220,Sitka,AK,134737686.04535934,87553482.89371274,3617191.6427153153,158951.570552754,1966208.9878343625,1364796.149890015,1301424.704543969,907950.7769641991,54489.78267533309,52565.55244474842,4195.375386772103,3105.6674941040246,4,0,0
2019.2,2230,Skagway,AK,26827337.16826668,13237829.78193605,133447.11978220713,74787.13612441765,660930.9535796025,437293.3850836667,512999.7978522772,360088.6237690094,2157.0428344053876,1302.9117791710394,2229.4268221371117,1650.3549202833165,1,0,0
2019.2,2240,Southeast Fairbanks,AK,40128490.59009663,24210592.122575186,107452.3647798255,115599.6936014033,898163.6434461643,583429.9098334097,684658.8041337426,452854.0173293052,1736.8629151870255,1049.1118279653174,1795.146905629543,1328.874982089402,3,0,0
2019.2,2261,Valdez-Cordova,AK,151097026.77064225,95873058.96148269,2740837.583806044,236309.0200387302,2263824.1026071133,1497258.2382193247,1722963.1588016367,1195696.6706084153,63260.8629639211,60293.92414814594,6101.269038481647,4516.523833681219,6,0,0
2019.2,2275,Wrangell,AK,32761586.424236376,20992682.18566788,1612583.3215169066,42225.93377144915,398787.68802874483,264937.6488039622,298410.247409705,204819.44800128601,17745.138342127946,17262.883194525253,1258.7676734036331,931.815030961131,2,0,0
2019.2,4001,Apache,AZ,185743048.27310765,106387285.56945907,2134008.629064803,1256341.1686816039,2130693.7414706056,1442381.0861142979,1413794.3945200432,1036908.9878664518,74080.58614302601,57526.64726101239,28944.155164001473,22086.798287676098,5,0,0
2019.2,4003,Cochise,AZ,1012707053.6174431,564646225.0813266,4541147.927071589,6740438.183378658,15936857.771893112,10861246.013099266,10507059.692830257,7466365.319411656,119059.03772649329,76734.30526283645,125723.24597907718,79855.35139184486,18,2,320926000
2019.2,4005,Coconino,AZ,1729599759.9653187,894944865.9609947,6404765.966727196,4440683.709420859,25861012.91790013,17211079.62391751,16908575.059510697,11893178.025448982,200457.95502993936,144293.66654306592,109138.22606358063,82625.07002374073,20,0,0
2019.2,4007,Gila,AZ,637880964.6227077,356612214.994137,12362208.698984938,8094131.212393451,8853409.083264334,5955454.793839369,5577133.062652499,4030252.831618509,437481.79060830537,402598.3429115809,255168.34552069847,236894.32689560862,10,0,0
2019.2,4009,Graham,AZ,211076614.7356732,122587651.59965003,515937.73400794854,418650.261293826,2618740.5877753454,1762869.1372247713,1703145.841498523,1235715.4199600075,23137.02357748209,15163.214937344414,9071.579825921663,6607.746123527843,3,0,0
2019.2,4011,Greenlee,AZ,43729600.73564993,27751215.420628488,249381.8071674555,196434.5997534729,338178.37066688284,247199.67848260753,213694.57850205083,165883.64176460277,13766.722611223027,9241.956782885427,4999.352798269554,3452.5508221950363,1,0,0
2019.2,4012,La Paz,AZ,285572572.60057116,177362670.58282688,1066811.2614794222,917711.330462081,3034385.2069367506,2001748.6889296076,2141639.7246829616,1482347.3188589714,51483.885184574436,34244.023335028,20655.944999481424,14514.790291009213,5,0,0
2019.2,4013,Maricopa,AZ,82367992921.13939,41848355599.07788,236518254.49524674,242148149.40313512,1689299074.8775144,1100774939.204317,1250493113.1019683,827891922.0643009,6148793.74874362,4575607.37949207,8630489.442814564,7204145.703772821,760,0,0
2019.2,4015,Mohave,AZ,2212352818.397223,1221706130.9532099,7917614.001610091,5893638.073452665,35342785.90797683,22965272.580799364,24490593.36969464,17099665.04557766,130743.26588144271,83342.28176140218,116632.07593754858,73461.54383214901,39,0,0
2019.2,4017,Navajo,AZ,654855893.8068702,359111473.13425976,4872410.278708864,2895427.1095471983,9330349.187016338,6217916.271825381,6144782.416519263,4407132.251547222,157226.55118258137,121418.2171572435,65923.3138582259,50857.57825597817,16,0,0
2019.2,4019,Pima,AZ,11785481868.768646,5746436268.033716,63412553.8874066,48786416.45607751,192109083.90848413,127079996.49978593,127934550.09198904,90872632.94980341,1904716.296186292,1589707.5345510608,2168707.5892155087,1358726.6242975453,161,0,0
2019.2,4021,Pinal,AZ,1782608358.272829,852831017.6434976,35181995.46771352,26557366.479658704,31325376.764429517,21219553.525856435,20570123.54657982,14833688.105437383,1398704.1210307986,1324193.8003020093,988628.4109954067,944338.9013914982,38,0,0
2019.2,4023,Santa Cruz,AZ,636265229.4899781,333293335.218257,2075904.6755489875,3185258.0852548666,11929741.70785654,7823434.849106671,8547074.135933226,6006708.795080934,33576.53560566754,20173.836213939918,112143.16518021756,66136.57915799065,8,0,0
2019.2,4025,Yavapai,AZ,3153025037.3808303,1713673567.4804225,10506906.827933824,10617364.534884052,45846532.12546446,30566815.489575908,30791402.33505205,22000886.82166793,399171.78821532754,283266.10451242334,454123.7340674273,380224.43839702435,49,0,0
2019.2,4027,Yuma,AZ,1511180451.2736564,930251194.6797152,11363962.784985863,23353736.815462273,21260158.844263133,13961170.800063217,15552643.413351806,10812164.703066278,217465.91425362794,129152.17686406967,614574.7712064426,356417.61131025833,24,0,0
2019.2,5001,Arkansas,AR,355009595.19185174,243717077.52166003,54254573.36436971,35154987.456108734,10327839.973943474,8292596.36302989,5003209.493797223,3455711.3528795694,499835.38713015686,326900.28892979975,1579528.9780188198,1470005.5217000886,12,4,401226000
2019.2,5003,Ashley,AR,257058616.70719182,199191339.3443647,4139024.6812130534,14126654.700076822,3066889.26397525,1474683.7424083436,2183338.7803555205,1017050.9330002029,72893.34574192432,60043.07387689643,44350.318547728384,34558.85919032668,12,0,0
2019.2,5005,Baxter,AR,807572800.5712788,592475896.3222288,28872101.42585966,53215369.63579889,9743324.95166166,5789331.476167463,7724458.767649384,4878872.067279225,381141.32877205324,308544.7720352756,1863887.0119271053,1526649.7397262806,20,2,1179912000
2019.2,5007,Benton,AR,4433344974.046134,3159611915.8778315,51946331.04820138,203850637.81225622,53034657.83725866,28699180.454034362,38817511.90962305,22694009.37733168,1053802.935872845,798719.8365157176,3357112.567821415,2603994.2022945327,94,0,0
2019.2,5009,Boone,AR,685693701.0943034,489178406.8084061,28587912.903307084,81984415.04692523,12883864.975892853,6967982.672318013,9303745.159126088,4722854.586231781,459883.25561382645,386129.46838058205,1668772.81736532,1018183.0236965582,16,4,1771825000
2019.2,5011,Bradley,AR,110187035.48401482,69678740.75839949,3471978.9687393834,8322690.7794508105,1435520.8765709584,692541.914519636,1127106.3931176153,544317.1732435145,0,0,146860.01091332143,0,8,0,0
2019.2,5013,Calhoun,AR,50714187.87910237,43327735.69898045,249763.63579170287,2994424.53185308,662075.3543441063,244121.52902196482,568510.1335780338,212826.50094806904,0,0,42540.155231878816,0,2,0,0
2019.2,5015,Carroll,AR,592229788.3870353,452445029.51018536,27969389.48960461,109185542.19896987,13168821.669490013,4271109.055788891,10192854.318648094,3141568.987597457,141392.55145319627,90893.37321502835,1757482.1712564654,678114.4432631686,18,8,3416200000
2019.2,5017,Chicot,AR,186290855.5617184,125408952.82416785,25678608.124845255,18158296.20307415,2653096.126663369,1958646.124985037,1110485.2360377396,601318.5502115946,502752.83113714686,499550.56047825865,191918.45870443885,40444.879081358435,7,3,169045000
2019.2,5019,Clark,AR,422728156.5548972,311268463.1551739,13743532.523960385,36096824.61584048,5499060.767215996,3594485.341510782,4055106.694807981,2617372.53597436,364373.2386803243,333043.98350621265,207006.10721499522,149456.56228282093,12,1,105506000
